c2_x_t,c3_x_t,c4_x_t
-0.24488565826909006,-0.4647230921073678,0.19590822095097413
-0.22225715324071563,-0.4629493612063258,0.14924906024319068
0.002494977010636399,-0.22545212930980044,0.3847042216040544
-0.1270201006362584,-0.26704517684682855,0.2965856616517459
-0.11490434410439784,-0.27384849827834573,0.2571934626832789
-0.1608302679268127,-0.36939258435275646,0.27289290955095263
0.044755460579066375,-0.2251287183974276,0.4063487174010243
-0.11145627723071015,-0.2611063312591309,0.28788160922614137
-0.1392405844635592,-0.3253361477530152,0.21401750801051736
-0.07220178587702505,-0.2535600200078314,0.26597566914287674
-0.13725518716428478,-0.2462605902113579,0.2837795737339153
-0.10249908112594071,-0.32261199735095347,0.294311730216141
-0.17739500900369246,-0.5175797872570478,0.170531438202949
-0.06409745504707338,-0.290553000543987,0.34529557084168505
-0.1486957754790029,-0.3560597480617174,0.193240078357625
-0.11878851830916208,-0.34699593940878354,0.23200640083643412
-0.014666950109117997,-0.306813063776363,0.23683491662989745
-0.001002124372141959,-0.2668235011302567,0.3368575146463906
-0.17721453344744872,-0.4151694644380304,0.23814472343990117
-0.07183424529321636,-0.2681315310413548,0.30974928491760434
-0.02619987372153243,-0.3367195870376363,0.27076602344568934
0.06234498814588568,-0.14689307306476426,0.4325035270417978
-0.17090727996528282,-0.2553194428859672,0.22079628240037336
-0.15181897087734278,-0.31608910975421906,0.29845327359003787
-0.02186035345279352,-0.26337654496488605,0.30945275752837353
-0.02251251378517763,-0.23669448853608002,0.3147206242822076
-0.0642058374250868,-0.3065090584770088,0.36768302257600016
0.037928794829044404,-0.25098528049626845,0.32561279000308163
-0.07343438362211822,-0.33663250112989224,0.28214989116171924
-0.05591317414856186,-0.37560525303953496,0.2335859713539134
-0.16829243076302905,-0.34282770487260067,0.24147989592195448
-0.08192883405810027,-0.30195674482167634,0.35601461505221954
-0.24777777938201004,-0.37027910305932327,0.21825477543428948
-0.05767207974375103,-0.19560886893197146,0.3688332450435087
-0.008966959564197222,-0.2681759486923307,0.33875083470356704
-0.02329137900562321,-0.263205445017132,0.31432411136648525
-0.11332582889508559,-0.38904277713065616,0.2323287228824038
0.04459613241988981,-0.24052188069358402,0.42492913762760026
-0.09510602337383638,-0.4046839717131473,0.2963307054431608
0.014347359115457408,-0.24432872530338315,0.37386221020208715
0.0056187217135591225,-0.23559500410357134,0.32439601654677624
-0.11558315251810812,-0.3490530122141299,0.21063352615178704
-0.1455819828815156,-0.40571606435501345,0.2301983345143913
-0.12389980792428625,-0.27414278657953056,0.3344020272141371
-0.13914231468534757,-0.40853190864194017,0.302891805272321
-0.06330112417033759,-0.36147147686830017,0.27765070013429877
-0.14441747580608874,-0.29868894322044864,0.2323529968202231
-0.19920817064671398,-0.49318169524107436,0.11876513391550822
-0.02615391076345563,-0.17598860640545497,0.4361161663859786
-0.2092133175780189,-0.49522488444572926,0.18999168168955152
-0.08977749385050252,-0.399001725946825,0.14911898613191504
-0.10539333284761161,-0.26519991017314226,0.24796784018590728
-0.10229408214393669,-0.32569214171925215,0.34453100755193206
-0.06320520688150685,-0.35209754605481225,0.2673602258112408
-0.13433203259607115,-0.39218934362669716,0.28936157402903123
-0.004528838496533132,-0.16333952974007246,0.38240545136437915
-0.07108666175892883,-0.28566185440802566,0.2471345874164563
-0.039605815353023,-0.2716311891450244,0.2714626153018073
0.01335874068608958,-0.259138905985936,0.3517993041199742
-0.07709245591022716,-0.3122628162369202,0.22200125470364027
0.0006949646952913865,-0.19557736502353104,0.3593992197915057
-0.036726436720288996,-0.2447435108692066,0.30879162893155454
-0.061927342685844586,-0.381665445393359,0.24868981872163354
-0.0724243061771896,-0.24838160587484065,0.30452887814645446
-0.07647724961923229,-0.265307914183522,0.3658544440195705
-0.13622205753390454,-0.38286135474922606,0.25785226670400413
-0.19099416435219432,-0.3513422386028652,0.14425664680000502
-0.2713262259528114,-0.48265028879035987,0.18945730539940503
-0.03533601585659575,-0.22322890369190754,0.3673549363042143
-0.09121866653616025,-0.2992625876718554,0.3164785090685387
-0.14444740627910485,-0.18183552831844543,0.38754617139594977
-0.0386865695856119,-0.18405850396744347,0.3269285755731763
