var,label,n_waves,waves
YMDA1B09w1,,1,Y1
YMDA1B09w2,,1,Y2
YMDA1B09w3,,1,Y3
YMDA1B09w4,,1,Y4
YMDA1B09w5,,1,Y5
YMDA1B09w6,,1,Y6
YMDA1B09w7,,1,Y7
YMDA1B10w1,,1,Y1
YMDA1B10w2,,1,Y2
YMDA1B10w3,,1,Y3
YMDA1B10w4,,1,Y4
YMDA1B10w5,,1,Y5
YMDA1B10w6,,1,Y6
YMDA1B10w7,,1,Y7
YMDA1B11w1,,1,Y1
YMDA1B11w2,,1,Y2
YMDA1B11w3,,1,Y3
YMDA1B11w4,,1,Y4
YMDA1B11w5,,1,Y5
YMDA1B11w6,,1,Y6
YMDA1B11w7,,1,Y7
YMDA1B12w2,,1,Y2
YMDA1B12w3,,1,Y3
YMDA1B12w4,,1,Y4
YMDA1B12w5,,1,Y5
YMDA1B12w6,,1,Y6
YMDA1B12w7,,1,Y7
YMDA1B13_Tw1,,1,Y1
YMDA1B13_Tw2,,1,Y2
YMDA1B13_Tw3,,1,Y3
YMDA1B13_Tw4,,1,Y4
YMDA1B13_Tw5,,1,Y5
YMDA1B13_Tw6,,1,Y6
YMDA1B13_Tw7,,1,Y7
YMDA1B13w1,,1,Y1
YMDA1B13w2,,1,Y2
YMDA1B13w3,,1,Y3
YMDA1B13w4,,1,Y4
YMDA1B13w5,,1,Y5
YMDA1B13w6,,1,Y6
YMDA1B13w7,,1,Y7
YMDA1C01w1,,1,Y1
YMDA1C01w2,,1,Y2
YMDA1C01w3,,1,Y3
YMDA1C01w4,,1,Y4
YMDA1C01w5,,1,Y5
YMDA1C01w6,,1,Y6
YMDA1C01w7,,1,Y7
YMDA1C02w1,,1,Y1
YMDA1C02w2,,1,Y2
YMDA1C02w3,,1,Y3
YMDA1C02w4,,1,Y4
YMDA1C02w5,,1,Y5
YMDA1C02w6,,1,Y6
YMDA1C02w7,,1,Y7
YMDA1C03w1,,1,Y1
YMDA1C03w2,,1,Y2
YMDA1C03w3,,1,Y3
YMDA1C03w4,,1,Y4
YMDA1C03w5,,1,Y5
YMDA1C03w6,,1,Y6
YMDA1C03w7,,1,Y7
YMDA1C04w1,,1,Y1
YMDA1C04w2,,1,Y2
YMDA1C04w3,,1,Y3
YMDA1C04w4,,1,Y4
YMDA1C04w5,,1,Y5
YMDA1C04w6,,1,Y6
YMDA1C04w7,,1,Y7
YMDA1C05w1,,1,Y1
YMDA1C05w2,,1,Y2
YMDA1C05w3,,1,Y3
YMDA1C05w4,,1,Y4
YMDA1C05w5,,1,Y5
YMDA1C05w6,,1,Y6
YMDA1C05w7,,1,Y7
YMDA1C06w1,,1,Y1
YMDA1C06w2,,1,Y2
YMDA1C06w3,,1,Y3
YMDA1C06w4,,1,Y4
YMDA1C06w5,,1,Y5
YMDA1C06w6,,1,Y6
YMDA1C06w7,,1,Y7
YMDA1C07w1,,1,Y1
YMDA1C07w2,,1,Y2
YMDA1C07w3,,1,Y3
YMDA1C07w4,,1,Y4
YMDA1C07w5,,1,Y5
YMDA1C07w6,,1,Y6
YMDA1C07w7,,1,Y7
YMDA1C08w1,,1,Y1
YMDA1C08w2,,1,Y2
YMDA1C08w3,,1,Y3
YMDA1C08w4,,1,Y4
YMDA1C08w5,,1,Y5
YMDA1C08w6,,1,Y6
YMDA1C08w7,,1,Y7
YMDA1C09w1,,1,Y1
YMDA1C09w2,,1,Y2
YMDA1C09w3,,1,Y3
YMDA1C09w4,,1,Y4
YMDA1C09w5,,1,Y5
YMDA1C09w6,,1,Y6
YMDA1C09w7,,1,Y7
YMDA1C10w1,,1,Y1
YMDA1C10w2,,1,Y2
YMDA1C10w3,,1,Y3
YMDA1C10w4,,1,Y4
YMDA1C10w5,,1,Y5
YMDA1C10w6,,1,Y6
YMDA1C10w7,,1,Y7
YMDA1C11w1,,1,Y1
YMDA1C11w2,,1,Y2
YMDA1C11w3,,1,Y3
YMDA1C11w4,,1,Y4
YMDA1C11w5,,1,Y5
YMDA1C11w6,,1,Y6
YMDA1C11w7,,1,Y7
YMDA1C12w1,,1,Y1
YMDA1C12w2,,1,Y2
YMDA1C12w3,,1,Y3
YMDA1C12w4,,1,Y4
YMDA1C12w5,,1,Y5
YMDA1C12w6,,1,Y6
YMDA1C12w7,,1,Y7
YMDA1C13w1,,1,Y1
YMDA1C13w2,,1,Y2
YMDA1C13w3,,1,Y3
YMDA1C13w4,,1,Y4
YMDA1C13w5,,1,Y5
YMDA1C13w6,,1,Y6
YMDA1C13w7,,1,Y7
YMDA1C14w1,,1,Y1
YMDA1C14w2,,1,Y2
YMDA1C14w3,,1,Y3
YMDA1C14w4,,1,Y4
YMDA1C14w5,,1,Y5
YMDA1C14w6,,1,Y6
YMDA1C14w7,,1,Y7
YMDA1C15w1,,1,Y1
YMDA1C15w2,,1,Y2
YMDA1C15w3,,1,Y3
YMDA1C15w4,,1,Y4
YMDA1C15w5,,1,Y5
YMDA1C15w6,,1,Y6
YMDA1C15w7,,1,Y7
YNON1A01w7,,1,Y7
YNON1A02w7,,1,Y7
YNON1A03_Tw7,,1,Y7
YNON1A03w7,,1,Y7
YONLINEw3,,1,Y3
YPHY1A00w1,,1,Y1
YPHY1A00w2,,1,Y2
YPHY1A00w3,,1,Y3
YPHY1A00w4,,1,Y4
YPHY1A00w5,,1,Y5
YPHY1A00w6,,1,Y6
YPHY1A00w7,,1,Y7
YPHY1B00w1,,1,Y1
YPHY1B00w2,,1,Y2
YPHY1B00w3,,1,Y3
YPHY1B00w4,,1,Y4
YPHY1B00w5,,1,Y5
YPHY1B00w6,,1,Y6
YPHY1B00w7,,1,Y7
YPHY1C00w1,,1,Y1
YPHY1C00w2,,1,Y2
YPHY1C00w3,,1,Y3
YPHY1C00w4,,1,Y4
YPHY1C00w5,,1,Y5
YPHY1C00w6,,1,Y6
YPHY1C00w7,,1,Y7
YPHY2A00w1,,1,Y1
YPHY2A00w2,,1,Y2
YPHY2A00w3,,1,Y3
YPHY2A00w4,,1,Y4
YPHY2A00w5,,1,Y5
YPHY2A00w6,,1,Y6
YPHY2A00w7,,1,Y7
YPHY2B00w1,,1,Y1
YPHY2B00w2,,1,Y2
YPHY2B00w3,,1,Y3
YPHY2B00w4,,1,Y4
YPHY2B00w5,,1,Y5
YPHY2B00w6,,1,Y6
YPHY2B00w7,,1,Y7
YPHY2C00w2,,1,Y2
YPHY2C00w3,,1,Y3
YPHY2C00w4,,1,Y4
YPHY2C00w5,,1,Y5
YPHY2C00w6,,1,Y6
YPHY2C00w7,,1,Y7
YPSY1A01w1,,1,Y1
YPSY1A01w2,,1,Y2
YPSY1A01w3,,1,Y3
YPSY1A01w4,,1,Y4
YPSY1A01w5,,1,Y5
YPSY1A01w6,,1,Y6
YPSY1A01w7,,1,Y7
YPSY1A02w1,,1,Y1
YPSY1A02w2,,1,Y2
YPSY1A02w3,,1,Y3
YPSY1A02w4,,1,Y4
YPSY1A02w5,,1,Y5
YPSY1A02w6,,1,Y6
YPSY1A02w7,,1,Y7
YPSY1A03w1,,1,Y1
YPSY1A03w2,,1,Y2
YPSY1A03w3,,1,Y3
YPSY1A03w4,,1,Y4
YPSY1A03w5,,1,Y5
YPSY1A03w6,,1,Y6
YPSY1A03w7,,1,Y7
YPSY1A04w1,,1,Y1
YPSY1A04w2,,1,Y2
YPSY1A04w3,,1,Y3
YPSY1A04w4,,1,Y4
YPSY1A04w5,,1,Y5
YPSY1A04w6,,1,Y6
YPSY1A04w7,,1,Y7
YPSY1A05w1,,1,Y1
YPSY1A05w2,,1,Y2
YPSY1A05w3,,1,Y3
YPSY1A05w4,,1,Y4
YPSY1A05w5,,1,Y5
YPSY1A05w6,,1,Y6
YPSY1A05w7,,1,Y7
YPSY2A01w1,,1,Y1
YPSY2A01w2,,1,Y2
YPSY2A01w3,,1,Y3
YPSY2A01w4,,1,Y4
YPSY2A01w5,,1,Y5
YPSY2A01w6,,1,Y6
YPSY2A01w7,,1,Y7
YPSY2A02w1,,1,Y1
YPSY2A02w2,,1,Y2
YPSY2A02w3,,1,Y3
YPSY2A02w4,,1,Y4
YPSY2A02w5,,1,Y5
YPSY2A02w6,,1,Y6
YPSY2A02w7,,1,Y7
YPSY2A03w1,,1,Y1
YPSY2A03w2,,1,Y2
YPSY2A03w3,,1,Y3
YPSY2A03w4,,1,Y4
YPSY2A03w5,,1,Y5
YPSY2A03w6,,1,Y6
YPSY2A03w7,,1,Y7
YPSY2A04w1,,1,Y1
YPSY2A04w2,,1,Y2
YPSY2A04w3,,1,Y3
YPSY2A04w4,,1,Y4
YPSY2A04w5,,1,Y5
YPSY2A04w6,,1,Y6
YPSY2A04w7,,1,Y7
YPSY3A01w1,,1,Y1
YPSY3A01w2,,1,Y2
YPSY3A01w3,,1,Y3
YPSY3A01w4,,1,Y4
YPSY3A01w5,,1,Y5
YPSY3A01w6,,1,Y6
YPSY3A01w7,,1,Y7
YPSY3A02w1,,1,Y1
YPSY3A02w2,,1,Y2
YPSY3A02w3,,1,Y3
YPSY3A02w4,,1,Y4
YPSY3A02w5,,1,Y5
YPSY3A02w6,,1,Y6
YPSY3A02w7,,1,Y7
YPSY3A03w1,,1,Y1
YPSY3A03w2,,1,Y2
YPSY3A03w3,,1,Y3
YPSY3A03w4,,1,Y4
YPSY3A03w5,,1,Y5
YPSY3A03w6,,1,Y6
YPSY3A03w7,,1,Y7
YPSY3A04w1,,1,Y1
YPSY3A04w2,,1,Y2
YPSY3A04w3,,1,Y3
YPSY3A04w4,,1,Y4
YPSY3A04w5,,1,Y5
YPSY3A04w6,,1,Y6
YPSY3A04w7,,1,Y7
YPSY3A05w1,,1,Y1
YPSY3A05w2,,1,Y2
YPSY3A05w3,,1,Y3
YPSY3A05w4,,1,Y4
YPSY3A05w5,,1,Y5
YPSY3A05w6,,1,Y6
YPSY3A05w7,,1,Y7
YPSY3A06w1,,1,Y1
YPSY3A06w2,,1,Y2
YPSY3A06w3,,1,Y3
YPSY3A06w4,,1,Y4
YPSY3A06w5,,1,Y5
YPSY3A06w6,,1,Y6
YPSY3A06w7,,1,Y7
YPSY3A07w1,,1,Y1
YPSY3A07w2,,1,Y2
YPSY3A07w3,,1,Y3
YPSY3A07w4,,1,Y4
YPSY3A07w5,,1,Y5
YPSY3A07w6,,1,Y6
YPSY3A07w7,,1,Y7
YPSY3A08w1,,1,Y1
YPSY3A08w2,,1,Y2
YPSY3A08w3,,1,Y3
YPSY3A08w4,,1,Y4
YPSY3A08w5,,1,Y5
YPSY3A08w6,,1,Y6
YPSY3A08w7,,1,Y7
YPSY3A09w1,,1,Y1
YPSY3A09w2,,1,Y2
YPSY3A09w3,,1,Y3
YPSY3A09w4,,1,Y4
YPSY3A09w5,,1,Y5
YPSY3A09w6,,1,Y6
YPSY3A09w7,,1,Y7
YPSY3A10w1,,1,Y1
YPSY3A10w2,,1,Y2
YPSY3A10w3,,1,Y3
YPSY3A10w4,,1,Y4
YPSY3A10w5,,1,Y5
YPSY3A10w6,,1,Y6
YPSY3A10w7,,1,Y7
YPSY4A01w1,,1,Y1
YPSY4A01w2,,1,Y2
YPSY4A01w3,,1,Y3
YPSY4A01w4,,1,Y4
YPSY4A01w5,,1,Y5
YPSY4A01w6,,1,Y6
YPSY4A01w7,,1,Y7
YPSY4A02w1,,1,Y1
YPSY4A02w2,,1,Y2
YPSY4A02w3,,1,Y3
YPSY4A02w4,,1,Y4
YPSY4A02w5,,1,Y5
YPSY4A02w6,,1,Y6
YPSY4A02w7,,1,Y7
YPSY4A03w1,,1,Y1
YPSY4A03w2,,1,Y2
YPSY4A03w3,,1,Y3
YPSY4A03w4,,1,Y4
YPSY4A03w5,,1,Y5
YPSY4A03w6,,1,Y6
YPSY4A03w7,,1,Y7
YPSY4A04w1,,1,Y1
YPSY4A04w2,,1,Y2
YPSY4A04w3,,1,Y3
YPSY4A04w4,,1,Y4
YPSY4A04w5,,1,Y5
YPSY4A04w6,,1,Y6
YPSY4A04w7,,1,Y7
YPSY4A05w1,,1,Y1
YPSY4A05w2,,1,Y2
YPSY4A05w3,,1,Y3
YPSY4A05w4,,1,Y4
YPSY4A05w5,,1,Y5
YPSY4A05w6,,1,Y6
YPSY4A05w7,,1,Y7
YPSY4A06w1,,1,Y1
YPSY4A06w2,,1,Y2
YPSY4A06w3,,1,Y3
YPSY4A06w4,,1,Y4
YPSY4A06w5,,1,Y5
YPSY4A06w6,,1,Y6
YPSY4A06w7,,1,Y7
YPSY4A07w1,,1,Y1
YPSY4A07w2,,1,Y2
YPSY4A07w3,,1,Y3
YPSY4A07w4,,1,Y4
YPSY4A07w5,,1,Y5
YPSY4A07w6,,1,Y6
YPSY4A07w7,,1,Y7
YPSY4B01w1,,1,Y1
YPSY4B01w2,,1,Y2
YPSY4B01w3,,1,Y3
YPSY4B01w4,,1,Y4
YPSY4B01w5,,1,Y5
YPSY4B01w6,,1,Y6
YPSY4B01w7,,1,Y7
YPSY4B02w1,,1,Y1
YPSY4B02w2,,1,Y2
YPSY4B02w3,,1,Y3
YPSY4B02w4,,1,Y4
YPSY4B02w5,,1,Y5
YPSY4B02w6,,1,Y6
YPSY4B02w7,,1,Y7
YPSY4B03w1,,1,Y1
YPSY4B03w2,,1,Y2
YPSY4B03w3,,1,Y3
YPSY4B03w4,,1,Y4
YPSY4B03w5,,1,Y5
YPSY4B03w6,,1,Y6
YPSY4B03w7,,1,Y7
YPSY4B04w1,,1,Y1
YPSY4B04w2,,1,Y2
YPSY4B04w3,,1,Y3
YPSY4B04w4,,1,Y4
YPSY4B04w5,,1,Y5
YPSY4B04w6,,1,Y6
YPSY4B04w7,,1,Y7
YPSY4B05w1,,1,Y1
YPSY4B05w2,,1,Y2
YPSY4B05w3,,1,Y3
YPSY4B05w4,,1,Y4
YPSY4B05w5,,1,Y5
YPSY4B05w6,,1,Y6
YPSY4B05w7,,1,Y7
YPSY4B06w1,,1,Y1
YPSY4B06w2,,1,Y2
YPSY4B06w3,,1,Y3
YPSY4B06w4,,1,Y4
YPSY4B06w5,,1,Y5
YPSY4B06w6,,1,Y6
YPSY4B06w7,,1,Y7
YPSY4C01w1,,1,Y1
YPSY4C01w2,,1,Y2
YPSY4C01w3,,1,Y3
YPSY4C01w4,,1,Y4
YPSY4C01w5,,1,Y5
YPSY4C01w6,,1,Y6
YPSY4C01w7,,1,Y7
YPSY4C02w1,,1,Y1
YPSY4C02w2,,1,Y2
YPSY4C02w3,,1,Y3
YPSY4C02w4,,1,Y4
YPSY4C02w5,,1,Y5
YPSY4C02w6,,1,Y6
YPSY4C02w7,,1,Y7
YPSY4C03w1,,1,Y1
YPSY4C03w2,,1,Y2
YPSY4C03w3,,1,Y3
YPSY4C03w4,,1,Y4
YPSY4C03w5,,1,Y5
YPSY4C03w6,,1,Y6
YPSY4C03w7,,1,Y7
YPSY4C04w1,,1,Y1
YPSY4C04w2,,1,Y2
YPSY4C04w3,,1,Y3
YPSY4C04w4,,1,Y4
YPSY4C04w5,,1,Y5
YPSY4C04w6,,1,Y6
YPSY4C04w7,,1,Y7
YPSY4C05w1,,1,Y1
YPSY4C05w2,,1,Y2
YPSY4C05w3,,1,Y3
YPSY4C05w4,,1,Y4
YPSY4C05w5,,1,Y5
YPSY4C05w6,,1,Y6
YPSY4C05w7,,1,Y7
YPSY4C06w1,,1,Y1
YPSY4C06w2,,1,Y2
YPSY4C06w3,,1,Y3
YPSY4C06w4,,1,Y4
YPSY4C06w5,,1,Y5
YPSY4C06w6,,1,Y6
YPSY4C06w7,,1,Y7
YPSY4C07w1,,1,Y1
YPSY4C07w2,,1,Y2
YPSY4C07w3,,1,Y3
YPSY4C07w4,,1,Y4
YPSY4C07w5,,1,Y5
YPSY4C07w6,,1,Y6
YPSY4C07w7,,1,Y7
YPSY4C08w1,,1,Y1
YPSY4C08w2,,1,Y2
YPSY4C08w3,,1,Y3
YPSY4C08w4,,1,Y4
YPSY4C08w5,,1,Y5
YPSY4C08w6,,1,Y6
YPSY4C08w7,,1,Y7
YPSY4D01w1,,1,Y1
YPSY4D01w2,,1,Y2
YPSY4D01w3,,1,Y3
YPSY4D01w4,,1,Y4
YPSY4D01w5,,1,Y5
YPSY4D01w6,,1,Y6
YPSY4D01w7,,1,Y7
YPSY4D02w1,,1,Y1
YPSY4D02w2,,1,Y2
YPSY4D02w3,,1,Y3
YPSY4D02w4,,1,Y4
YPSY4D02w5,,1,Y5
YPSY4D02w6,,1,Y6
YPSY4D02w7,,1,Y7
YPSY4D03w1,,1,Y1
YPSY4D03w2,,1,Y2
YPSY4D03w3,,1,Y3
YPSY4D03w4,,1,Y4
YPSY4D03w5,,1,Y5
YPSY4D03w6,,1,Y6
YPSY4D03w7,,1,Y7
YPSY4D04w1,,1,Y1
YPSY4D04w2,,1,Y2
YPSY4D04w3,,1,Y3
YPSY4D04w4,,1,Y4
YPSY4D04w5,,1,Y5
YPSY4D04w6,,1,Y6
YPSY4D04w7,,1,Y7
YPSY4D05w1,,1,Y1
YPSY4D05w2,,1,Y2
YPSY4D05w3,,1,Y3
YPSY4D05w4,,1,Y4
YPSY4D05w5,,1,Y5
YPSY4D05w6,,1,Y6
YPSY4D05w7,,1,Y7
YPSY4E01w1,,1,Y1
YPSY4E01w2,,1,Y2
YPSY4E01w3,,1,Y3
YPSY4E01w4,,1,Y4
YPSY4E01w5,,1,Y5
YPSY4E01w6,,1,Y6
YPSY4E01w7,,1,Y7
YPSY4E02w1,,1,Y1
YPSY4E02w2,,1,Y2
YPSY4E02w3,,1,Y3
YPSY4E02w4,,1,Y4
YPSY4E02w5,,1,Y5
YPSY4E02w6,,1,Y6
YPSY4E02w7,,1,Y7
YPSY4E03w1,,1,Y1
YPSY4E03w2,,1,Y2
YPSY4E03w3,,1,Y3
YPSY4E03w4,,1,Y4
YPSY4E03w5,,1,Y5
YPSY4E03w6,,1,Y6
YPSY4E03w7,,1,Y7
YPSY4E04w1,,1,Y1
YPSY4E04w2,,1,Y2
YPSY4E04w3,,1,Y3
YPSY4E04w4,,1,Y4
YPSY4E04w5,,1,Y5
YPSY4E04w6,,1,Y6
YPSY4E04w7,,1,Y7
YPSY4E05w1,,1,Y1
YPSY4E05w2,,1,Y2
YPSY4E05w3,,1,Y3
YPSY4E05w4,,1,Y4
YPSY4E05w5,,1,Y5
YPSY4E05w6,,1,Y6
YPSY4E05w7,,1,Y7
YPSY4E06w1,,1,Y1
YPSY4E06w2,,1,Y2
YPSY4E06w3,,1,Y3
YPSY4E06w4,,1,Y4
YPSY4E06w5,,1,Y5
YPSY4E06w6,,1,Y6
YPSY4E06w7,,1,Y7
YPSY4E07w1,,1,Y1
YPSY4E07w2,,1,Y2
YPSY4E07w3,,1,Y3
YPSY4E07w4,,1,Y4
YPSY4E07w5,,1,Y5
YPSY4E07w6,,1,Y6
YPSY4E07w7,,1,Y7
YPSY4E08w1,,1,Y1
YPSY4E08w2,,1,Y2
YPSY4E08w3,,1,Y3
YPSY4E08w4,,1,Y4
YPSY4E08w5,,1,Y5
YPSY4E08w6,,1,Y6
YPSY4E08w7,,1,Y7
YPSY4E09w1,,1,Y1
YPSY4E09w2,,1,Y2
YPSY4E09w3,,1,Y3
YPSY4E09w4,,1,Y4
YPSY4E09w5,,1,Y5
YPSY4E09w6,,1,Y6
YPSY4E09w7,,1,Y7
YPSY4E10w1,,1,Y1
YPSY4E10w2,,1,Y2
YPSY4E10w3,,1,Y3
YPSY4E10w4,,1,Y4
YPSY4E10w5,,1,Y5
YPSY4E10w6,,1,Y6
YPSY4E10w7,,1,Y7
YPSY5A01w1,,1,Y1
YPSY5A01w2,,1,Y2
YPSY5A01w3,,1,Y3
YPSY5A01w4,,1,Y4
YPSY5A01w5,,1,Y5
YPSY5A01w6,,1,Y6
YPSY5A01w7,,1,Y7
YPSY5A02w1,,1,Y1
YPSY5A02w2,,1,Y2
YPSY5A02w3,,1,Y3
YPSY5A02w4,,1,Y4
YPSY5A02w5,,1,Y5
YPSY5A02w6,,1,Y6
YPSY5A02w7,,1,Y7
YPSY5A03w1,,1,Y1
YPSY5A03w2,,1,Y2
YPSY5A03w3,,1,Y3
YPSY5A03w4,,1,Y4
YPSY5A03w5,,1,Y5
YPSY5A03w6,,1,Y6
YPSY5A03w7,,1,Y7
YPSY5A04w1,,1,Y1
YPSY5A04w2,,1,Y2
YPSY5A04w3,,1,Y3
YPSY5A04w4,,1,Y4
YPSY5A04w5,,1,Y5
YPSY5A04w6,,1,Y6
YPSY5A04w7,,1,Y7
YPSY5A05w1,,1,Y1
YPSY5A05w2,,1,Y2
YPSY5A05w3,,1,Y3
YPSY5A05w4,,1,Y4
YPSY5A05w5,,1,Y5
YPSY5A05w6,,1,Y6
YPSY5A05w7,,1,Y7
YPSY5A06w1,,1,Y1
YPSY5A06w2,,1,Y2
YPSY5A06w3,,1,Y3
YPSY5A06w4,,1,Y4
YPSY5A06w5,,1,Y5
YPSY5A06w6,,1,Y6
YPSY5A06w7,,1,Y7
YPSY5A07w1,,1,Y1
YPSY5A07w2,,1,Y2
YPSY5A07w3,,1,Y3
YPSY5A07w4,,1,Y4
YPSY5A07w5,,1,Y5
YPSY5A07w6,,1,Y6
YPSY5A07w7,,1,Y7
YPSY5A08w1,,1,Y1
YPSY5A08w2,,1,Y2
YPSY5A08w3,,1,Y3
YPSY5A08w4,,1,Y4
YPSY5A08w5,,1,Y5
YPSY5A08w6,,1,Y6
YPSY5A08w7,,1,Y7
YPSY5A09w1,,1,Y1
YPSY5A09w2,,1,Y2
YPSY5A09w3,,1,Y3
YPSY5A09w4,,1,Y4
YPSY5A09w5,,1,Y5
YPSY5A09w6,,1,Y6
YPSY5A09w7,,1,Y7
YPSY5A10w1,,1,Y1
YPSY5A10w2,,1,Y2
YPSY5A10w3,,1,Y3
YPSY5A10w4,,1,Y4
YPSY5A10w5,,1,Y5
YPSY5A10w6,,1,Y6
YPSY5A10w7,,1,Y7
YPSY5A11w1,,1,Y1
YPSY5A11w2,,1,Y2
YPSY5A11w3,,1,Y3
YPSY5A11w4,,1,Y4
YPSY5A11w5,,1,Y5
YPSY5A11w6,,1,Y6
YPSY5A11w7,,1,Y7
YPSY5A12w1,,1,Y1
YPSY5A12w2,,1,Y2
YPSY5A12w3,,1,Y3
YPSY5A12w4,,1,Y4
YPSY5A12w5,,1,Y5
YPSY5A12w6,,1,Y6
YPSY5A12w7,,1,Y7
YPSY5A13w1,,1,Y1
YPSY5A13w2,,1,Y2
YPSY5A13w3,,1,Y3
YPSY5A13w4,,1,Y4
YPSY5A13w5,,1,Y5
YPSY5A13w6,,1,Y6
YPSY5A13w7,,1,Y7
YPSY5A14w1,,1,Y1
YPSY5A14w2,,1,Y2
YPSY5A14w3,,1,Y3
YPSY5A14w4,,1,Y4
YPSY5A14w5,,1,Y5
YPSY5A14w6,,1,Y6
YPSY5A14w7,,1,Y7
YPSY6A01w1,,1,Y1
YPSY6A01w2,,1,Y2
YPSY6A01w3,,1,Y3
YPSY6A01w4,,1,Y4
YPSY6A01w5,,1,Y5
YPSY6A01w6,,1,Y6
YPSY6A01w7,,1,Y7
YPSY6A02w1,,1,Y1
YPSY6A02w2,,1,Y2
YPSY6A02w3,,1,Y3
YPSY6A02w4,,1,Y4
YPSY6A02w5,,1,Y5
YPSY6A02w6,,1,Y6
YPSY6A02w7,,1,Y7
YPSY6A03w1,,1,Y1
YPSY6A03w2,,1,Y2
YPSY6A03w3,,1,Y3
YPSY6A03w4,,1,Y4
YPSY6A03w5,,1,Y5
YPSY6A03w6,,1,Y6
YPSY6A03w7,,1,Y7
YPSY6A04w1,,1,Y1
YPSY6A04w2,,1,Y2
YPSY6A04w3,,1,Y3
YPSY6A04w4,,1,Y4
YPSY6A04w5,,1,Y5
YPSY6A04w6,,1,Y6
YPSY6A04w7,,1,Y7
YPSY6A05w1,,1,Y1
YPSY6A05w2,,1,Y2
YPSY6A05w3,,1,Y3
YPSY6A05w4,,1,Y4
YPSY6A05w5,,1,Y5
YPSY6A05w6,,1,Y6
YPSY6A05w7,,1,Y7
YPSY6A06w1,,1,Y1
YPSY6A06w2,,1,Y2
YPSY6A06w3,,1,Y3
YPSY6A06w4,,1,Y4
YPSY6A06w5,,1,Y5
YPSY6A06w6,,1,Y6
YPSY6A06w7,,1,Y7
YPSY6A07w1,,1,Y1
YPSY6A07w2,,1,Y2
YPSY6A07w3,,1,Y3
YPSY6A07w4,,1,Y4
YPSY6A07w5,,1,Y5
YPSY6A07w6,,1,Y6
YPSY6A07w7,,1,Y7
YPSY6A08w1,,1,Y1
YPSY6A08w2,,1,Y2
YPSY6A08w3,,1,Y3
YPSY6A08w4,,1,Y4
YPSY6A08w5,,1,Y5
YPSY6A08w6,,1,Y6
YPSY6A08w7,,1,Y7
YPSY6A09w1,,1,Y1
YPSY6A09w2,,1,Y2
YPSY6A09w3,,1,Y3
YPSY6A09w4,,1,Y4
YPSY6A09w5,,1,Y5
YPSY6A09w6,,1,Y6
YPSY6A09w7,,1,Y7
YPSY6A10w1,,1,Y1
YPSY6A10w2,,1,Y2
YPSY6A10w3,,1,Y3
YPSY6A10w4,,1,Y4
YPSY6A10w5,,1,Y5
YPSY6A10w6,,1,Y6
YPSY6A10w7,,1,Y7
YPSY6A11w1,,1,Y1
YPSY6A11w2,,1,Y2
YPSY6A11w3,,1,Y3
YPSY6A11w4,,1,Y4
YPSY6A11w5,,1,Y5
YPSY6A11w6,,1,Y6
YPSY6A11w7,,1,Y7
YPSY6A12w1,,1,Y1
YPSY6A12w2,,1,Y2
YPSY6A12w3,,1,Y3
YPSY6A12w4,,1,Y4
YPSY6A12w5,,1,Y5
YPSY6A12w6,,1,Y6
YPSY6A12w7,,1,Y7
YPSY6A13w1,,1,Y1
YPSY6A13w2,,1,Y2
YPSY6A13w3,,1,Y3
YPSY6A13w4,,1,Y4
YPSY6A13w5,,1,Y5
YPSY6A13w6,,1,Y6
YPSY6A13w7,,1,Y7
YPSY6A14w1,,1,Y1
YPSY6A14w2,,1,Y2
YPSY6A14w3,,1,Y3
YPSY6A14w4,,1,Y4
YPSY6A14w5,,1,Y5
YPSY6A14w6,,1,Y6
YPSY6A14w7,,1,Y7
YPSY6A15w1,,1,Y1
YPSY6A15w2,,1,Y2
YPSY6A15w3,,1,Y3
YPSY6A15w4,,1,Y4
YPSY6A15w5,,1,Y5
YPSY6A15w6,,1,Y6
YPSY6A15w7,,1,Y7
YPSY6A16w1,,1,Y1
YPSY6A16w2,,1,Y2
YPSY6A16w3,,1,Y3
YPSY6A16w4,,1,Y4
YPSY6A16w5,,1,Y5
YPSY6A16w6,,1,Y6
YPSY6A16w7,,1,Y7
YPSY6A17w1,,1,Y1
YPSY6A17w2,,1,Y2
YPSY6A17w3,,1,Y3
YPSY6A17w4,,1,Y4
YPSY6A17w5,,1,Y5
YPSY6A17w6,,1,Y6
YPSY6A17w7,,1,Y7
YPSY6A18w1,,1,Y1
YPSY6A18w2,,1,Y2
YPSY6A18w3,,1,Y3
YPSY6A18w4,,1,Y4
YPSY6A18w5,,1,Y5
YPSY6A18w6,,1,Y6
YPSY6A18w7,,1,Y7
YPSY6A19w1,,1,Y1
YPSY6A19w2,,1,Y2
YPSY6A19w3,,1,Y3
YPSY6A19w4,,1,Y4
YPSY6A19w5,,1,Y5
YPSY6A19w6,,1,Y6
YPSY6A19w7,,1,Y7
YPSY6A20w1,,1,Y1
YPSY6A20w2,,1,Y2
YPSY6A20w3,,1,Y3
YPSY6A20w4,,1,Y4
YPSY6A20w5,,1,Y5
YPSY6A20w6,,1,Y6
YPSY6A20w7,,1,Y7
YPSY6A21w1,,1,Y1
YPSY6A21w2,,1,Y2
YPSY6A21w3,,1,Y3
YPSY6A21w4,,1,Y4
YPSY6A21w5,,1,Y5
YPSY6A21w6,,1,Y6
