var,label,dtype,n_unique,n_missing
PPSY4A24w1,,float64,2,0
PPSY4A25w1,,float64,2,0
PPSY4A26w1,,float64,2,0
PPSY4A27w1,,float64,2,0
PPSY4A28w1,,float64,2,0
PPSY4A29w1,,float64,2,0
PPSY4A30w1,,float64,2,0
PPSY4Ascw1,,float64,26,0
PPSY5A01w1,,float64,4,0
PPSY5A02w1,,float64,4,0
PPSY5A03w1,,float64,4,0
PPSY5A04w1,,float64,4,0
PPSY5A05w1,,float64,4,0
PPSY5A06w1,,float64,4,0
PPSY5A07w1,,float64,4,0
PPSY5A08w1,,float64,4,0
PMDA1A00w1,,float64,3,0
PMDA1B01w1,,float64,4,10
PMDA1B02w1,,float64,4,10
PMDA1B03w1,,float64,4,10
PMDA1B04w1,,float64,4,10
PMDA1B05w1,,float64,4,10
PMDA1B06w1,,float64,4,10
PMDA1B07w1,,float64,4,10
PMDA1B08w1,,float64,4,10
PMDA1B09w1,,float64,4,10
PMDA1B10w1,,float64,4,10
PMDA1B11w1,,float64,4,10
PMDA1B13w1,,float64,5,10
PMDA1B13_Tw1,,object,12,0
PMDA1C01w1,,float64,4,10
PMDA1C02w1,,float64,4,10
PMDA1C03w1,,float64,4,10
PMDA1C04w1,,float64,4,10
PMDA1C05w1,,float64,4,10
PMDA1C06w1,,float64,4,10
PMDA1C07w1,,float64,4,10
PMDA1C08w1,,float64,4,10
PMDA1C09w1,,float64,4,10
PMDA1C10w1,,float64,4,10
PMDA1C11w1,,float64,4,10
PMDA1C12w1,,float64,4,10
PMDA1C13w1,,float64,4,10
PMDA1C14w1,,float64,4,10
PMDA1C15w1,,float64,4,10
PPHY1A00w1,,float64,4,0
PPHY1B00w1,,float64,5,0
PPHY1C00w1,,float64,8,0
PPHY2A00w1,,float64,43,5
PPHY2B00w1,,float64,61,15
