0,1,2,3,4,5,6,7,8
,한국아동·청소년패널조사 2018 성인용 변수 레이아웃,,,,,,,
,,,,,,,,
,! 시트명 변경 시 하이퍼링크가 작동하지 않음,,,,,,,
,대영역,중영역,소영역,조사항목,하위요인,변수설명,변수명,변수유무
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[타인을 용서하는 성향],누군가에게 실망을 했더라도 나중에는 그것을 대수롭지 않게 여길 수 있다 ,YRRS1A12,문31-12
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[상황을 용서하는 성향],"어쩔 수 없는 이유로 무언가가 잘못되었을 때, 그것에 대한 부정적인 생각에 사로잡힌다 ",YRRS1A13,문31-13
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[상황을 용서하는 성향],시간이 지나면 인생의 나쁜 상황을 받아들일 수 있다 ,YRRS1A14,문31-14
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[상황을 용서하는 성향],"어쩔 수 없는 상황으로 인해 실망하게 될 때, 계속 부정적으로 생각한다",YRRS1A15,문31-15
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[상황을 용서하는 성향],살아가면서 나쁜 상황이 생기더라도 결국 그것을 받아들일 수 있다,YRRS1A16,문31-16
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[상황을 용서하는 성향],"그 누구의 잘못도 아닌데 부정적인 상황이 발생했다면, 그것을 받아들이기 어려울 것이다 ",YRRS1A17,문31-17
,[특별모듈],[용서하는 성향],[용서하는 성향],[용서하는 성향],[상황을 용서하는 성향],통제할 수 없는 나쁜 상황에 대한 부정적인 생각들을 결국에는 흘려버릴 것이다 ,YRRS1A18,문31-18
,[병역],[병역],[병역],[병역],-,(남자만 응답) 귀하의 병역관계는 다음 중 어디에 해당됩니까?,YALL1A01,문32
,[보호자관계],[보호자관계],[보호자관계],[보호자관계],-,현재 부모님(부모님이 안 계신 경우에는 보호자)과 함께 살고 있습니까?,YALL1B01,문33
,[보호자관계],[보호자관계],[보호자관계],[보호자관계],-,부모님(부모님이 안 계신 경우에는 보호자)와 떨어져서 살고 있는 주된 이유는 무엇입니까?,YALL1B02,문33-1
,[보호자관계],[보호자관계],[보호자관계],[보호자관계],-,부모님(부모님이 안 계신 경우에는 보호자)와 떨어져서 살고 있는 주된 이유는 무엇입니까?_기타(적을 것),YALL1B02_T,문33-1_T
,[아르바이트],[아르바이트],[아르바이트],[아르바이트],-,현재 아르바이트(일 제외)를 하고 있습니까?,YALL1C01,문34
,[아르바이트],[아르바이트],[아르바이트],[아르바이트],-,현재 아르바이트를 하는 가장 주된 이유는 무엇입니까?,YALL1C02,문34-1
,[아르바이트],[아르바이트],[아르바이트],[아르바이트],-,현재 아르바이트를 하는 가장 주된 이유는 무엇입니까?_기타(적을 것),YALL1C02_T,문34-1_T
,[아르바이트],[아르바이트],[아르바이트],[아르바이트],-,현재 자신이 하고 있는 아르바이트에 대해서 얼마나 만족하십니까?,YALL1C03,문34-2
,[현재소속],[현재소속],[현재소속],[현재소속],-,현재 귀하는 다음 중 어디에 해당됩니까? ,YALL1C04,문35
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,대학교 위치,YUNI1A01,문36
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,대학교 구분,YUNI1A02,문37
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,대학교 유형,YUNI1A03,문38
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,현재 학년,YUNI1A04,문39
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,현재 전공,YUNI1A05,문40
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,사회적 평판(평가),YUNI1B01,문41-1
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,졸업 후 취업 전망,YUNI1B02,문41-2
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,부모님(가족)의 권유,YUNI1B03,문41-3
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,친구 또는 친지의 권유,YUNI1B04,문41-4
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,학교선생님의 권유,YUNI1B05,문41-5
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,자신의 관심과 적성,YUNI1B06,문41-6
,[대학(원)생],[대학(원)생],[대학(원)생],[대학(원)생],-,자신의 성적(수능/내신),YUNI1B07,문41-7
,[대학(원)생],[대학(원)생],[등록금],[등록금],-,등록금 금액,YUNI1C01,문47
,[대학(원)생],[대학(원)생],[등록금],[등록금],-,등록금 마련 방안,YUNI1C02,문48
,[대학(원)생],[대학(원)생],[등록금],[등록금],-,등록금 마련 방안,YUNI1C02_T,문48_T
,[대학(원)생],[대학(원)생],[등록금],[등록금],-,등록금에 의한 경제적 부담,YUNI1C03,문49
,[취업자],[취업자],[취업자],[취업자],-,직장 위치,YJOB1A01,문50
,[취업자],[취업자],[취업자],[취업자],-,직장생활 만족도,YJOB1A02,문51
,[취업자],[취업자],[취업자],[취업자],-,직종,YJOB1A03,문52
,[취업자],[취업자],[취업자],[취업자],-,직장 내 지위,YJOB1A04,문53
,[취업자],[취업자],[취업자],[취업자],-,월평균 근로소득,YJOB1A05,문54
,[취업자],[취업자],[취업자],[취업자],-,취업 정보 얻은 경로,YJOB1A06,문55
,[취업자],[취업자],[취업자],[취업자],-,취업 정보 얻은 경로_기타(적을 것),YJOB1A06_T,문55_T
,[취업자],[취업자],[취업자],[취업자],-,원하던 직장,YJOB1A07,문56
,[취업자],[취업자],[취업자],[취업자],-,임금(소득),YJOB1B01,문57-1
,[취업자],[취업자],[취업자],[취업자],-,고용 안정성,YJOB1B02,문57-2
,[취업자],[취업자],[취업자],[취업자],-,복리후생,YJOB1B03,문57-3
,[취업자],[취업자],[취업자],[취업자],-,업무내용,YJOB1B04,문57-4
,[취업자],[취업자],[취업자],[취업자],-,"근무환경(시설, 위생상태, 안전도 등)",YJOB1B05,문57-5
,[취업자],[취업자],[취업자],[취업자],-,발전가능성,YJOB1B06,문57-6
,[취업자],[취업자],[취업자],[취업자],-,이직의사,YJOB1C01,문58
,[취업자],[취업자],[취업자],[취업자],-,대학 진학 의사,YJOB1C02,문59
,[무직자],[무직자],[무직자],[무직자],-,진학/취업 준비,YNON1A01,문60
,[무직자],[무직자],[무직자],[무직자],-,진학/취업 가능성,YNON1A02,문60-1
,[무직자],[무직자],[무직자],[무직자],-,진학/취업 미진 이유,YNON1A03,문60-2
,[무직자],[무직자],[무직자],[무직자],-,진학/취업 미진 이유_기타(적을 것),YNON1A03_T,문60-2_T
